Lote,Plaga,Larvas,E. Plagas,X,Y,Z
F22c,Opsiphanes cassina,0,EP3F22c,-90.35673598,16.28172797,129.719879
F22c,Opsiphanes cassina,0,EP4F22c,-90.35552111,16.31353579,0
F22c,Opsiphanes cassina,0,EP5F22c,-90.35582302,16.28310696,128.199036
F22c,Opsiphanes cassina,0,EP6F22c,-90.35583199,16.28211396,126.525978
F22c,Opsiphanes cassina,0,EP7F22c,-90.35585697,16.28115096,126.336777
F22c,Opsiphanes cassina,0,EP8F22c,-90.35494401,16.28357903,126.346565
F22c,Opsiphanes cassina,0,EP9F22c,-90.354957,16.28259097,125.253677
F22c,Opsiphanes cassina,0,EP10F22c,-90.35497402,16.281618,125.534592
F22c,Opsiphanes cassina,0,EP11F22c,-90.35405201,16.28403802,124.963127
F22c,Opsiphanes cassina,0,EP12F22c,-90.35407799,16.28307201,125.300468
F22c,Opsiphanes cassina,0,EP13F22c,-90.35319203,16.28354098,122.864143
F22c,Opsiphanes cassina,0,EP14F22c,-90.35230899,16.28401397,121.824554
F22c,Opsiphanes cassina,0,EP15F22c,-90.35145102,16.283517,115.944244
F22c,Opsiphanes cassina,0,EP16F22c,-90.35147801,16.282438,120.934883
F22c,Opsiphanes cassina,0,EP17F22c,-90.35057997,16.28396904,117.115707
F22c,Opsiphanes cassina,0,EP18F22c,-90.35059598,16.28299297,118.574982
F22c,Opsiphanes cassina,0,EP19F22c,-90.349708,16.28347401,115.282089
F23b,Opsiphanes cassina,0,EP1F23b,-90.36330303,16.27400204,136.164734
F23b,Opsiphanes cassina,0,EP2F23b,-90.36241497,16.27446002,135.262146
F23b,Opsiphanes cassina,0,EP3F23b,-90.36155599,16.27396599,136.061096
F23b,Opsiphanes cassina,0,EP4F23b,-90.36152104,16.27494802,134.907196
F23b,Opsiphanes cassina,0,EP5F23b,-90.36064404,16.27443203,136.443283
F23b,Opsiphanes cassina,0,EP6F23b,-90.35985002,16.27389601,138.373566
F23b,Opsiphanes cassina,0,EP7F23b,-90.35975497,16.27490703,136.495071
F23b,Opsiphanes cassina,0,EP8F23b,-90.35891997,16.27441501,136.129333
F23c,Opsiphanes cassina,0,EP1F23c,-90.35949899,16.276182,141.958176
F23c,Opsiphanes cassina,0,EP2F23c,-90.35860397,16.27667997,142.703751
F23c,Opsiphanes cassina,0,EP3F23c,-90.35863004,16.275693,143.771957
F23c,Opsiphanes cassina,0,EP4F23c,-90.35865703,16.27471399,143.309616
F23c,Opsiphanes cassina,0,EP5F23c,-90.35774197,16.27623699,143.921143
F23c,Opsiphanes cassina,0,EP6F23c,-90.35775497,16.27518003,144.050079
F23c,Opsiphanes cassina,0,EP7F23c,-90.35778204,16.27420102,144.07312
F23c,Opsiphanes cassina,0,EP8F23c,-90.35686296,16.27663597,143.903214
F23c,Opsiphanes cassina,0,EP9F23c,-90.35688803,16.27556501,144.020874
F23c,Opsiphanes cassina,0,EP10F23c,-90.35689297,16.27468298,145.248108
F23c,Opsiphanes cassina,0,EP11F23c,-90.35691401,16.27369601,145.316208
F23c,Opsiphanes cassina,0,EP12F23c,-90.35601002,16.27610698,144.495056
F23c,Opsiphanes cassina,0,EP13F23c,-90.35603902,16.27513502,143.635391
F23c,Opsiphanes cassina,0,EP14F23c,-90.35602603,16.27426699,144.860474
F23c,Opsiphanes cassina,0,EP15F23c,-90.35509598,16.27668198,143.557877
F23c,Opsiphanes cassina,0,EP16F23c,-90.35513403,16.275636,145.240204
F23c,Opsiphanes cassina,0,EP17F23c,-90.35514501,16.274643,145.474182
F23c,Opsiphanes cassina,2,EP18F23c,-90.35517099,16.27358998,147.109985
F23c,Opsiphanes cassina,0,EP19F23c,-90.35425602,16.27600699,145.968994
F23c,Opsiphanes cassina,0,EP20F23c,-90.35428997,16.27510501,146.688934
F23c,Opsiphanes cassina,0,EP21F23c,-90.35429198,16.27413397,149.199707
F23c,Opsiphanes cassina,0,EP22F23c,-90.35335598,16.276484,141.435165
F23c,Opsiphanes cassina,0,EP23F23c,-90.35337199,16.27558898,143.324966
F23c,Opsiphanes cassina,0,EP24F23c,-90.35338799,16.27469304,146.036438
F23c,Opsiphanes cassina,0,EP25F23c,-90.35341297,16.27362703,150.60939
F23c,Opsiphanes cassina,0,EP26F23c,-90.35249197,16.27597497,143.4478
F23c,Opsiphanes cassina,0,EP27F23c,-90.35250798,16.27493603,146.955307
F23c,Opsiphanes cassina,0,EP28F23c,-90.35253304,16.273953,150.59549
F23c,Opsiphanes cassina,0,EP29F23c,-90.35161003,16.27643798,141.567184
F23c,Opsiphanes cassina,0,EP30F23c,-90.35163098,16.27556099,144.219482
F23c,Opsiphanes cassina,0,EP31F23c,-90.35164498,16.27449296,146.712753
F23c,Opsiphanes cassina,0,EP32F23c,-90.35167499,16.27342402,149.96907
F23c,Opsiphanes cassina,0,EP33F23c,-90.35074702,16.27595804,142.470154
F23c,Opsiphanes cassina,0,EP34F23c,-90.35076798,16.27487803,143.72168
F23c,Opsiphanes cassina,0,EP35F23c,-90.35077603,16.27397999,145.190155
F23d,Opsiphanes cassina,0,EP1F23d,-90.36039099,16.27747499,135.029114
F23d,Opsiphanes cassina,0,EP2F23d,-90.36035797,16.27844998,135.038452
F23d,Opsiphanes cassina,0,EP3F23d,-90.36124703,16.27798403,135.989044
F23d,Opsiphanes cassina,0,EP4F23d,-90.36124301,16.27895197,134.839249
F23d,Opsiphanes cassina,0,EP5F23d,-90.36210702,16.27848803,135.303528
F23d,Opsiphanes cassina,0,EP6F23d,-90.36303196,16.27802099,134.843475
F23d,Opsiphanes cassina,0,EP7F23d,-90.36212998,16.27751397,134.418411
F23d,Opsiphanes cassina,0,EP8F23d,-90.36125198,16.27700301,136.001923
F23d,Opsiphanes cassina,0,EP9F23d,-90.36128098,16.27587003,135.964233
F24a,Opsiphanes cassina,0,EP1F24a,-90.36494697,16.270817,142.341064
F24a,Opsiphanes cassina,0,EP2F24a,-90.36666602,16.27079403,140.072205
F24a,Opsiphanes cassina,0,EP3F24a,-90.36669603,16.27180003,138.073212
F24a,Opsiphanes cassina,0,EP4F24a,-90.36582104,16.27131103,136.861206
F24a,Opsiphanes cassina,0,EP5F24a,-90.36589396,16.27234099,135.213303
F24a,Opsiphanes cassina,0,EP6F24a,-90.36670097,16.27274701,136.817825
F24a,Opsiphanes cassina,0,EP7F24a,-90.36758903,16.27226598,138.872467
F24a,Opsiphanes cassina,0,EP8F24a,-90.36846201,16.27178201,139.916931
F24a,Opsiphanes cassina,0,EP9F24a,-90.36935904,16.27129602,136.724655
F24a,Opsiphanes cassina,0,EP10F24a,-90.3702,16.27278901,137.093338
F24a,Opsiphanes cassina,0,EP11F24a,-90.36931101,16.272298,136.83699
F24a,Opsiphanes cassina,0,EP12F24a,-90.36932099,16.273276,134.944382
F24a,Opsiphanes cassina,0,EP13F24a,-90.36844801,16.272774,134.760651
F24a,Opsiphanes cassina,0,EP14F24a,-90.36851398,16.27381101,134.484222
F24a,Opsiphanes cassina,0,EP15F24a,-90.36756397,16.27325999,133.58696
F24a,Opsiphanes cassina,0,EP16F24a,-90.36757101,16.27424997,134.140137
F24a,Opsiphanes cassina,0,EP17F24a,-90.36847098,16.274715,135.318665
F24a,Opsiphanes cassina,0,EP18F24a,-90.37020997,16.27373398,135.537018
F24a,Opsiphanes cassina,0,EP19F24a,-90.36933398,16.27422298,134.926559
F24a,Opsiphanes cassina,0,EP20F24a,-90.37018902,16.27469203,134.919678
F24a,Opsiphanes cassina,0,EP21F24a,-90.36931696,16.27520903,134.361084
F24a,Opsiphanes cassina,0,EP22F24a,-90.37019203,16.27569602,134.973969
F24a,Opsiphanes cassina,0,EP23F24a,-90.37108404,16.27521297,136.460236
F24a,Opsiphanes cassina,0,EP24F24a,-90.37108303,16.27422298,135.167801
F24b,Opsiphanes cassina,0,EP1F24b,-90.36376798,16.27302999,136.015869
F24b,Opsiphanes cassina,1,EP2F24b,-90.362909,16.272616,136.994141
F24b,Opsiphanes cassina,0,EP3F24b,-90.36203904,16.27299897,137.429718
F24b,Opsiphanes cassina,0,EP4F24b,-90.36204197,16.27203003,138.127899
F24b,Opsiphanes cassina,0,EP5F24b,-90.36117001,16.27249497,137.453522
F24b,Opsiphanes cassina,0,EP6F24b,-90.36116598,16.27153398,137.848282
F24b,Opsiphanes cassina,0,EP7F24b,-90.36121803,16.27046202,138.526718
F24b,Opsiphanes cassina,0,EP8F24b,-90.36029502,16.27288297,137.236191
F24b,Opsiphanes cassina,0,EP9F24b,-90.36031002,16.27198904,138.14827
F24b,Opsiphanes cassina,0,EP10F24b,-90.36032503,16.27101498,138.028595
F24b,Opsiphanes cassina,0,EP11F24b,-90.35942397,16.272457,138.427368
F24b,Opsiphanes cassina,0,EP12F24b,-90.35942498,16.27148604,138.545349
F24b,Opsiphanes cassina,0,EP13F24b,-90.35945297,16.27051299,138.880341
F24b,Opsiphanes cassina,0,EP14F24b,-90.35857597,16.27089201,139.890747
F24b,Opsiphanes cassina,0,EP15F24b,-90.35861,16.26998702,139.271942
F24b,Opsiphanes cassina,0,EP16F24b,-90.35682902,16.270933,140.029022
F24b,Opsiphanes cassina,0,EP17F24b,-90.357819,16.27153298,138.575226
F24b,Opsiphanes cassina,0,EP18F24b,-90.35766201,16.27240897,139.095718
F24b,Opsiphanes cassina,0,EP19F24b,-90.35851303,16.27293502,137.616974
F24c,Opsiphanes cassina,0,EP1F24c,-90.35756797,16.273076,135.70079
F24c,Opsiphanes cassina,0,EP2F24c,-90.35670698,16.27249103,136.672928
F24c,Opsiphanes cassina,0,EP3F24c,-90.35671896,16.271522,137.717255
F24c,Opsiphanes cassina,0,EP4F24c,-90.35580802,16.27298104,136.958817
F24c,Opsiphanes cassina,0,EP5F24c,-90.35584196,16.27202097,137.012802
F24c,Opsiphanes cassina,0,EP6F24c,-90.35583501,16.27095102,138.927231
F24c,Opsiphanes cassina,0,EP7F24c,-90.35587097,16.27012901,137.686188
F24c,Opsiphanes cassina,1,EP8F24c,-90.354956,16.272486,139.373657
F24c,Opsiphanes cassina,0,EP9F24c,-90.35495298,16.27150699,139.388
F24c,Opsiphanes cassina,0,EP10F24c,-90.35499497,16.27049698,140.314743
F24c,Opsiphanes cassina,0,EP11F24c,-90.35499598,16.26954303,139.416214
F24c,Opsiphanes cassina,0,EP12F24c,-90.35407104,16.27295497,144.584747
F24c,Opsiphanes cassina,0,EP13F24c,-90.35407699,16.271968,144.962402
F24c,Opsiphanes cassina,0,EP14F24c,-90.35410599,16.27100802,146.989059
F24c,Opsiphanes cassina,0,EP15F24c,-90.35411898,16.27000999,143.142731
F24c,Opsiphanes cassina,0,EP16F24c,-90.353188,16.27236698,150.07016
F24c,Opsiphanes cassina,0,EP17F24c,-90.35322103,16.271392,151.247833
F24c,Opsiphanes cassina,0,EP18F24c,-90.35324701,16.27047904,149.640793
F24c,Opsiphanes cassina,0,EP19F24c,-90.353259,16.26952099,145.201569
F24c,Opsiphanes cassina,0,EP20F24c,-90.35232903,16.27292798,151.424927
F24c,Opsiphanes cassina,0,EP21F24c,-90.351448,16.27240696,146.118759
F24c,Opsiphanes cassina,0,EP22F24c,-90.35147499,16.27142896,147.596451
F24c,Opsiphanes cassina,0,EP23F24c,-90.35237102,16.27097198,151.05365
F24c,Opsiphanes cassina,0,EP24F24c,-90.35236096,16.27196196,148.509232
F24c,Opsiphanes cassina,0,EP25F24c,-90.35237999,16.27000798,147.545532
F24c,Opsiphanes cassina,0,EP26F24c,-90.35152998,16.26956499,146.928757
F25c,Opsiphanes cassina,0,EP1F25c,-90.35488098,16.26872898,143.001694
F25c,Opsiphanes cassina,0,EP2F25c,-90.35401597,16.26824803,144.405884
F25c,Opsiphanes cassina,0,EP3F25c,-90.35312899,16.26869696,145.763123
F25c,Opsiphanes cassina,0,EP4F25c,-90.35315104,16.26771402,144.655106
F25c,Opsiphanes cassina,0,EP5F25c,-90.35317199,16.26674004,144.438599
F25c,Opsiphanes cassina,0,EP6F25c,-90.353188,16.26577604,144.802322
F25c,Opsiphanes cassina,0,EP7F25c,-90.35227102,16.26818902,146.077957
F25c,Opsiphanes cassina,0,EP8F25c,-90.35228896,16.267308,145.303146
F25c,Opsiphanes cassina,0,EP9F25c,-90.35230103,16.26624601,146.22142
F25c,Opsiphanes cassina,0,EP10F25c,-90.35137299,16.26866897,147.059662
F25c,Opsiphanes cassina,0,EP11F25c,-90.35139897,16.26768602,147.670395
F25c,Opsiphanes cassina,0,EP12F25c,-90.351405,16.26669897,148.556259
F25c,Opsiphanes cassina,0,EP13F25c,-90.351433,16.26575198,149.74707
F25c,Opsiphanes cassina,0,EP14F25c,-90.350513,16.26816697,147.986374
F25c,Opsiphanes cassina,0,EP15F25c,-90.35053203,16.26719903,148.667496
F25c,Opsiphanes cassina,0,EP16F25c,-90.35054997,16.26621902,150.400528
F25c,Opsiphanes cassina,0,EP17F25c,-90.34963399,16.26863896,149.033752
F25c,Opsiphanes cassina,1,EP18F25c,-90.34965998,16.26757404,149.298904
F25c,Opsiphanes cassina,0,EP19F25c,-90.34967003,16.26668598,150.796616
F25c,Opsiphanes cassina,0,EP20F25c,-90.34968697,16.26570596,153.316833
F25c,Opsiphanes cassina,0,EP21F25c,-90.34876102,16.26813504,149.326767
F25c,Opsiphanes cassina,0,EP22F25c,-90.34876797,16.26709602,149.82869
F25c,Opsiphanes cassina,0,EP23F25c,-90.348802,16.26619102,150.500671
F25c,Opsiphanes cassina,0,EP24F25c,-90.34789902,16.26861499,148.284348
F25c,Opsiphanes cassina,0,EP25F25c,-90.34789802,16.26764101,150.421127
F25c,Opsiphanes cassina,0,EP26F25c,-90.34791201,16.26665303,151.894577
F25c,Opsiphanes cassina,0,EP27F25c,-90.347938,16.26563002,151.722946
F26a,Opsiphanes cassina,0,EP1F26a,-90.36258001,16.25973,142.050903
F26a,Opsiphanes cassina,0,EP2F26a,-90.36342499,16.260233,142.997147
F26a,Opsiphanes cassina,0,EP3F26a,-90.362549,16.260707,145.052582
F26a,Opsiphanes cassina,0,EP4F26a,-90.361687,16.26119499,144.364044
F26a,Opsiphanes cassina,0,EP5F26a,-90.36248303,16.26162599,144.931824
F26a,Opsiphanes cassina,0,EP6F26a,-90.36165498,16.26218397,144.142548
F26a,Opsiphanes cassina,0,EP7F26a,-90.36253701,16.26266903,143.789383
F26a,Opsiphanes cassina,0,EP8F26a,-90.36080003,16.26264699,143.611542
F26a,Opsiphanes cassina,0,EP9F26a,-90.36166403,16.26314999,143.760315
F26a,Opsiphanes cassina,0,EP10F26a,-90.36082501,16.26168801,142.792328
F26a,Opsiphanes cassina,0,EP11F26a,-90.36167401,16.26020098,142.122375
F26a,Opsiphanes cassina,0,EP12F26a,-90.36080296,16.26068101,141.277313
F26a,Opsiphanes cassina,0,EP13F26a,-90.36168901,16.25921502,142.909378
F26a,Opsiphanes cassina,0,EP14F26a,-90.35704996,16.26730599,141.589386
F26c,Opsiphanes cassina,0,EP1F26c,-90.35240304,16.26493097,150.24765
F26c,Opsiphanes cassina,0,EP2F26c,-90.35154699,16.26442504,151.942719
F26c,Opsiphanes cassina,0,EP3F26c,-90.35156401,16.26351904,151.917038
F26c,Opsiphanes cassina,0,EP4F26c,-90.350656,16.26491304,152.926544
F26c,Opsiphanes cassina,0,EP5F26c,-90.35068198,16.263929,152.291534
F26c,Opsiphanes cassina,0,EP6F26c,-90.35070302,16.26293901,152.846664
F26c,Opsiphanes cassina,0,EP7F26c,-90.35071702,16.26195397,153.335709
F26c,Opsiphanes cassina,0,EP8F26c,-90.349794,16.26440601,153.491837
F26c,Opsiphanes cassina,0,EP9F26c,-90.349808,16.26341301,152.738205
F26c,Opsiphanes cassina,0,EP10F26c,-90.34984102,16.26242998,152.944687
F26c,Opsiphanes cassina,0,EP11F26c,-90.34890996,16.26484397,154.831482
F26c,Opsiphanes cassina,0,EP12F26c,-90.34892597,16.26396798,153.615112
F26c,Opsiphanes cassina,0,EP13F26c,-90.34895799,16.26290498,150.160675
F26c,Opsiphanes cassina,0,EP14F26c,-90.34897098,16.26202103,151.119141
F26c,Opsiphanes cassina,0,EP15F26c,-90.34805702,16.26435396,152.993149
F26c,Opsiphanes cassina,0,EP16F26c,-90.34807596,16.26337797,150.690887
F26c,Opsiphanes cassina,0,EP17F26c,-90.34809197,16.26239302,149.030945
F26c,Opsiphanes cassina,0,EP18F26c,,,
F27a,Opsiphanes cassina,0,EP1F27a,-90.35470102,16.239366,152.05101
F27a,Opsiphanes cassina,0,EP2F27a,-90.35472097,16.24036998,152.26796
F27a,Opsiphanes cassina,0,EP3F27a,-90.35558498,16.23989004,149.41745
F27a,Opsiphanes cassina,0,EP4F27a,-90.35460002,16.24141504,152.017929
F27a,Opsiphanes cassina,0,EP5F27a,-90.35550099,16.24089997,149.894424
F27a,Opsiphanes cassina,0,EP6F27a,-90.35646097,16.240372,152.31134
F27a,Opsiphanes cassina,0,EP7F27a,-90.355488,16.24190798,153.969543
F27a,Opsiphanes cassina,0,EP8F27a,-90.35646499,16.24136601,149.548996
F27a,Opsiphanes cassina,0,EP9F27a,-90.357343,16.24088103,150.967239
F27a,Opsiphanes cassina,0,EP10F27a,-90.35627103,16.24250201,153.405945
F27a,Opsiphanes cassina,0,EP11F27a,-90.35723001,16.24196598,150.218109
F27a,Opsiphanes cassina,0,EP12F27a,-90.35819602,16.24144999,151.839035
F27a,Opsiphanes cassina,0,EP13F27a,-90.35735498,16.24290702,153.682449
F27a,Opsiphanes cassina,0,EP14F27a,-90.358235,16.2424,151.12558
F27a,Opsiphanes cassina,0,EP15F27a,-90.35914402,16.24193296,153.181458
F27a,Opsiphanes cassina,0,EP16F27a,-90.35809603,16.24348897,153.762909
F27a,Opsiphanes cassina,0,EP17F27a,-90.35902298,16.24296804,152.743927
F27a,Opsiphanes cassina,0,EP18F27a,-90.35997701,16.24244199,155.43634
F27a,Opsiphanes cassina,0,EP19F27a,-90.35741097,16.24390899,153.259247
F27a,Opsiphanes cassina,0,EP20F27a,-90.35643599,16.24438802,151.96286
F27a,Opsiphanes cassina,0,EP21F27a,-90.35554097,16.24488196,146.912186
F27a,Opsiphanes cassina,0,EP22F27a,-90.35643004,16.24538002,149.411758
F27a,Opsiphanes cassina,0,EP23F27a,-90.35555497,16.24585804,145.864288
F27a,Opsiphanes cassina,0,EP24F27a,-90.35464796,16.24634201,143.038635
F27a,Opsiphanes cassina,0,EP25F27a,-90.35371204,16.24685498,139.846039
F27b,Opsiphanes cassina,0,EP1F27b,-90.35651503,16.24341597,151.918777
F27b,Opsiphanes cassina,0,EP2F27b,-90.355574,16.24286301,149.291275
F27b,Opsiphanes cassina,0,EP3F27b,-90.35474603,16.2424,147.552795
F27b,Opsiphanes cassina,0,EP4F27b,-90.35385696,16.24187596,148.641281
F27b,Opsiphanes cassina,0,EP5F27b,-90.35566301,16.24387102,150.281403
F27b,Opsiphanes cassina,0,EP6F27b,-90.35471602,16.24333198,148.390732
F27b,Opsiphanes cassina,0,EP7F27b,-90.35398202,16.24288003,147.069229
F27b,Opsiphanes cassina,0,EP8F27b,-90.35310804,16.24237896,145.380829
F27b,Opsiphanes cassina,0,EP9F27b,-90.35470404,16.24443102,145.6008
F27b,Opsiphanes cassina,0,EP10F27b,-90.35382997,16.24390899,147.00444
F27b,Opsiphanes cassina,0,EP11F27b,-90.35293998,16.24340901,144.707764
F27b,Opsiphanes cassina,1,EP12F27b,-90.35388798,16.244945,144.789917
F27b,Opsiphanes cassina,0,EP13F27b,-90.35292699,16.24439204,144.432419
F27b,Opsiphanes cassina,0,EP14F27b,-90.35204404,16.243911,144.606735
F27b,Opsiphanes cassina,0,EP15F27b,-90.35294099,16.24541002,144.430695
F27b,Opsiphanes cassina,0,EP16F27b,-90.35204697,16.24490099,143.045959
F27b,Opsiphanes cassina,0,EP17F27b,-90.35292104,16.24638903,140.785629
F27b,Opsiphanes cassina,0,EP18F27b,-90.35210297,16.24591897,136.618118
F27b,Opsiphanes cassina,0,EP19F27b,-90.35112798,16.24539896,139.265213
F27b,Opsiphanes cassina,0,EP20F27b,-90.353,16.24744096,134.770172
F27b,Opsiphanes cassina,0,EP21F27b,-90.35215803,16.246931,136.56601
F27b,Opsiphanes cassina,0,EP22F27b,-90.35119101,16.24641803,134.992096
F27b,Opsiphanes cassina,0,EP23F27b,-90.35173098,16.24764204,134.149414
F27b,Opsiphanes cassina,0,EP24F27b,-90.35286496,16.248383,135.30249
F27b,Opsiphanes cassina,0,EP25F27b,-90.35196701,16.24887904,137.778824
F27b,Opsiphanes cassina,0,EP26F27b,-90.35199802,16.24801897,134.659531
F27b,Opsiphanes cassina,0,EP27F27b,-90.35107199,16.248397,137.429321
F27b,Opsiphanes cassina,0,EP28F27b,-90.35017798,16.24787598,136.538635
F27b,Opsiphanes cassina,0,EP29F27b,-90.349305,16.24743903,132.442688
F27c,Opsiphanes cassina,0,EP1F27c,-90.35252902,16.24177303,146.413742
F27c,Opsiphanes cassina,0,EP2F27c,-90.350742,16.241754,147.905945
F27c,Opsiphanes cassina,0,EP3F27c,-90.35169602,16.24232699,144.834976
F27c,Opsiphanes cassina,0,EP4F27c,-90.349865,16.24224703,145.134399
F27c,Opsiphanes cassina,0,EP5F27c,-90.35071601,16.24273502,145.525574
F27c,Opsiphanes cassina,0,EP6F27c,-90.35158698,16.24325403,142.122574
F27c,Opsiphanes cassina,0,EP7F27c,-90.34982502,16.24325797,143.492233
F27c,Opsiphanes cassina,0,EP8F27c,-90.35072104,16.24376499,142.578415
F27c,Opsiphanes cassina,0,EP9F27c,-90.34894198,16.24374898,141.237488
F27c,Opsiphanes cassina,0,EP10F27c,-90.34983097,16.24425902,138.023056
F27c,Opsiphanes cassina,0,EP11F27c,-90.35063303,16.24472698,140.966278
F27c,Opsiphanes cassina,0,EP12F27c,-90.34804101,16.24422901,139.622131
F27c,Opsiphanes cassina,0,EP13F27c,-90.34892396,16.24475699,138.464218
F27c,Opsiphanes cassina,0,EP14F27c,-90.34981202,16.24525001,137.184372
F27c,Opsiphanes cassina,0,EP15F27c,-90.34794697,16.24521003,139.995651
F27c,Opsiphanes cassina,0,EP16F27c,-90.34884098,16.24570398,135.931717
F27c,Opsiphanes cassina,0,EP17F27c,-90.34978696,16.24625601,135.821487
F27c,Opsiphanes cassina,0,EP18F27c,-90.34711397,16.24572703,137.4422
F27c,Opsiphanes cassina,0,EP19F27c,-90.348011,16.24624101,134.888031
F27c,Opsiphanes cassina,0,EP20F27c,-90.34886998,16.24675297,132.633011
F27c,Opsiphanes cassina,0,EP21F27c,-90.34712202,16.24672104,132.16217
F28a,Opsiphanes cassina,0,EP1F28a,-90.37561404,16.23756699,134.726807
F28a,Opsiphanes cassina,0,EP2F28a,-90.374759,16.23805499,138.530396
F28a,Opsiphanes cassina,0,EP3F28a,-90.37391997,16.23758996,141.965256
F28a,Opsiphanes cassina,0,EP4F28a,-90.37388703,16.23854399,139.213852
F28a,Opsiphanes cassina,0,EP5F28a,-90.37299402,16.23815699,145.706238
F28a,Opsiphanes cassina,0,EP6F28a,-90.37304599,16.23903902,144.306396
F28a,Opsiphanes cassina,0,EP7F28a,-90.37213001,16.23759801,146.772644
F28a,Opsiphanes cassina,0,EP8F28a,-90.37216396,16.23855103,145.244659
F28a,Opsiphanes cassina,0,EP9F28a,-90.37210604,16.239581,141.153015
F28a,Opsiphanes cassina,0,EP10F28a,-90.37126902,16.23806999,145.038864
F28a,Opsiphanes cassina,0,EP11F28a,-90.37126902,16.23905797,143.263138
F28a,Opsiphanes cassina,0,EP12F28a,-90.37038197,16.23751,147.621399
F28a,Opsiphanes cassina,0,EP13F28a,-90.37038599,16.23855002,144.812378
F28a,Opsiphanes cassina,0,EP14F28a,-90.37128604,16.24005298,143.380554
F28b,Opsiphanes cassina,0,EP1F28b,-90.37328898,16.24446002,149.38414
F28b,Opsiphanes cassina,0,EP2F28b,-90.37228399,16.24486696,150.339554
F28b,Opsiphanes cassina,0,EP3F28b,-90.37319502,16.24540801,147.818588
F28b,Opsiphanes cassina,0,EP4F28b,-90.37150598,16.24539703,148.341232
F28b,Opsiphanes cassina,0,EP5F28b,-90.37234099,16.24588503,145.833542
F28b,Opsiphanes cassina,0,EP6F28b,-90.37059202,16.24587103,147.758118
F28b,Opsiphanes cassina,0,EP7F28b,-90.37147203,16.24637998,147.143188
F28b,Opsiphanes cassina,0,EP8F28b,-90.36972701,16.24637,145.545837
F28b,Opsiphanes cassina,0,EP9F28b,-90.37059898,16.24684299,146.955902
F28b,Opsiphanes cassina,0,EP10F28b,-90.36884699,16.246858,146.376404
F28b,Opsiphanes cassina,0,EP11F28b,-90.36980404,16.24737298,143.374985
F28b,Opsiphanes cassina,0,EP12F28b,-90.36797401,16.24732403,145.075684
F28b,Opsiphanes cassina,0,EP13F28b,-90.36878496,16.24778202,143.288361
F28b,Opsiphanes cassina,0,EP14F28b,-90.36619202,16.24831603,144.542892
F28b,Opsiphanes cassina,0,EP15F28b,-90.36701202,16.24789702,142.621048
F28b,Opsiphanes cassina,0,EP16F28b,-90.36708998,16.24881802,145.36644
F28b,Opsiphanes cassina,0,EP17F28b,-90.36796697,16.24833799,143.161652
F28b,Opsiphanes cassina,0,EP18F28b,-90.36796597,16.24930099,147.040283
F28b,Opsiphanes cassina,0,EP19F28b,-90.36621901,16.24932203,147.074341
F28b,Opsiphanes cassina,0,EP20F28b,-90.36447097,16.25025602,147.537109
F28b,Opsiphanes cassina,0,EP21F28b,-90.36619797,16.25125296,146.635757
F28b,Opsiphanes cassina,0,EP22F28b,-90.36787997,16.252266,145.719528
F28b,Opsiphanes cassina,0,EP23F28b,-90.36715301,16.25267101,144.178574
F28b,Opsiphanes cassina,0,EP24F28b,-90.36357704,16.250842,146.689392
F28b,Opsiphanes cassina,0,EP25F28b,-90.36267498,16.25025996,149.208832
F28b,Opsiphanes cassina,0,EP26F28b,-90.36268302,16.251316,147.064514
F28b,Opsiphanes cassina,0,EP27F28b,-90.36363596,16.24877896,148.659927
F28b,Opsiphanes cassina,0,EP28F28b,-90.36453299,16.248283,147.182648
F28b,Opsiphanes cassina,0,EP29F28b,-90.36349598,16.24786902,146.533127
F28b,Opsiphanes cassina,0,EP30F28b,-90.36358098,16.24687904,146.733292
F28b,Opsiphanes cassina,0,EP31F28b,-90.36443702,16.24736502,147.037979
F28b,Opsiphanes cassina,0,EP32F28b,-90.36356899,16.24587103,147.427673
F28b,Opsiphanes cassina,0,EP33F28b,-90.363585,16.24977004,148.426392
F28b,Opsiphanes cassina,0,EP34F28b,-90.36447097,16.24930099,148.346741
F28b,Opsiphanes cassina,0,EP35F28b,-90.36534503,16.24881601,147.51152
F28b,Opsiphanes cassina,1,EP36F28b,-90.36795398,16.24637696,145.831802
F28b,Opsiphanes cassina,0,EP37F28b,-90.368848,16.24586902,146.47699
F28b,Opsiphanes cassina,0,EP38F28b,-90.36965199,16.24534003,147.607834
F28b,Opsiphanes cassina,0,EP40F28b,-90.37140699,16.24437201,150.259171
F28b,Opsiphanes cassina,0,EP41F28b,-90.37231903,16.24393003,150.326706
F28b,Opsiphanes cassina,0,EP39F28b,-90.37060602,16.24487702,148.58876
F28c,Opsiphanes cassina,0,EP1F28c,-90.36905302,16.25514502,150.127914
F28c,Opsiphanes cassina,0,EP2F28c,-90.36824701,16.255573,148.864899
F28c,Opsiphanes cassina,0,EP3F28c,-90.36816697,16.25464998,150.830261
F28c,Opsiphanes cassina,0,EP4F28c,-90.36728997,16.25512096,149.446854
F28c,Opsiphanes cassina,0,EP5F28c,-90.36737303,16.25321902,147.543289
F28c,Opsiphanes cassina,0,EP6F28c,-90.36819496,16.25365698,148.167816
F28c,Opsiphanes cassina,0,EP7F28c,-90.36729299,16.254193,150.519562
F28c,Opsiphanes cassina,0,EP8F28c,-90.36648396,16.25469902,148.412582
